nodeID,imdbID
6786082,tt0000439
6786103,tt0000439
6786109,tt0000439
6786159,tt0000447
6786162,tt0000447
6786169,tt0000447
6786242,tt0000455
6786260,tt0000455
6786266,tt0000455
6786281,tt0000455
6786345,tt0000465
6786355,tt0000465
6786371,tt0000465
6786387,tt0000465
6786391,tt0000469
6786393,tt0000469
6786452,tt0000488
6786457,tt0000488
6786494,tt0000488
6786548,tt0000498
6786570,tt0000498
6786597,tt0000498
6786637,tt0000499
6786653,tt0000499
6786664,tt0000499
6786858,tt0000516
6786911,tt0000516
6786913,tt0000516
6786984,tt0000524
6787042,tt0000534
6787058,tt0000534
6787066,tt0000534
6787086,tt0000546
6787089,tt0000546
6787113,tt0000546
6787116,tt0000546
6787140,tt0000553
6787170,tt0000554
6787183,tt0000554
6787190,tt0000554
6787252,tt0000565
6787269,tt0000567
6787281,tt0000567
6787288,tt0000567
6787309,tt0000567
6787367,tt0000574
6787543,tt0000614
6787553,tt0000614
6787576,tt0000614
6787685,tt0000628
6787693,tt0000628
6787963,tt0000682
6787964,tt0000682
6788105,tt0000832
6788106,tt0000832
6788107,tt0000832
6788108,tt0000832
6788109,tt0000832
6788110,tt0000833
6788111,tt0000833
6788119,tt0000840
6788120,tt0000840
6788131,tt0000852
6788132,tt0000852
6788135,tt0000854
6788243,tt0000938
6788244,tt0000938
6788248,tt0000942
6788249,tt0000942
6788505,tt0001032
6788514,tt0001032
6788522,tt0001032
6788976,tt0001062
6788979,tt0001062
6788981,tt0001062
6789304,tt0001091
6789309,tt0001091
6789500,tt0001105
6789521,tt0001105
6790507,tt0001223
6790511,tt0001223
6790513,tt0001223
6791020,tt0001265
6791028,tt0001265
6791234,tt0001284
6792795,tt0001431
6792805,tt0001431
6792870,tt0001439
6792880,tt0001439
6792885,tt0001439
6793145,tt0001463
6793148,tt0001463
6793647,tt0001499
6793659,tt0001499
6793926,tt0001527
6793928,tt0001527
6793931,tt0001527
6793977,tt0001527
6794493,tt0001593
6794495,tt0001593
6794500,tt0001594
6794507,tt0001594
6795191,tt0001660
6795194,tt0001660
6795197,tt0001660
6796149,tt0001737
6796160,tt0001737
6796192,tt0001737
6796213,tt0001740
6796220,tt0001740
6796229,tt0001740
6796751,tt0001789
6796771,tt0001789
6796796,tt0001789
6800159,tt0002082
6800166,tt0002082
6800426,tt0002101
6800432,tt0002101
6800519,tt0002113
6800529,tt0002113
6800536,tt0002113
6800750,tt0002130
6800755,tt0002130
6801373,tt0002197
6801385,tt0002197
6801395,tt0002197
6801815,tt0002233
6802036,tt0002260
6802040,tt0002260
6802776,tt0002350
6802792,tt0002350
6802830,tt0002350
6802879,tt0002357
6802884,tt0002357
6803117,tt0002381
6803123,tt0002381
6803146,tt0002381
6803150,tt0002381
6803307,tt0002391
6803315,tt0002391
6803589,tt0002415
6803655,tt0002415
6804213,tt0002461
6804274,tt0002461
6805303,tt0002544
6805330,tt0002544
6806687,tt0002646
6806689,tt0002646
6808260,tt0002795
6808263,tt0002795
6808751,tt0002844
6808755,tt0002844
6808759,tt0002844
6810125,tt0002985
6810128,tt0002985
6810438,tt0003014
6810442,tt0003014
6810444,tt0003016
6810658,tt0003037
6810660,tt0003037
6812042,tt0003165
6814536,tt0003419
6814539,tt0003419
6815236,tt0003471
6815247,tt0003471
6815434,tt0003489
6815447,tt0003489
6815473,tt0003489
6816744,tt0003615
6816996,tt0003643
6817002,tt0003643
6817010,tt0003643
6817167,tt0003662
6817174,tt0003662
6817972,tt0003733
6817983,tt0003733
6818097,tt0003740
6818102,tt0003740
6818108,tt0003740
6818369,tt0003758
6818372,tt0003758
6818478,tt0003772
6818483,tt0003772
6818769,tt0003805
6818788,tt0003805
6819183,tt0003863
6819187,tt0003863
6819907,tt0003923
6819979,tt0003930
6819992,tt0003930
6820001,tt0003934
6820012,tt0003934
6820021,tt0003934
6820049,tt0003934
6820186,tt0003952
6820190,tt0003952
6820459,tt0003973
6820493,tt0003973
6820813,tt0004008
6820834,tt0004008
6820882,tt0004008
6820895,tt0004011
6820917,tt0004011
6821532,tt0004066
6821558,tt0004066
6821899,tt0004091
6821911,tt0004091
6821989,tt0004099
6822010,tt0004100
6822024,tt0004100
6822049,tt0004101
6822057,tt0004102
6822061,tt0004102
6822257,tt0004134
6822416,tt0004150
6822428,tt0004150
6822726,tt0004181
6822742,tt0004181
6822752,tt0004181
6822773,tt0004181
6822839,tt0004189
6822852,tt0004189
6822857,tt0004189
6822910,tt0004194
6822912,tt0004194
6822985,tt0004210
6823698,tt0004277
6823738,tt0004282
6823751,tt0004282
6823757,tt0004284
6823773,tt0004286
6823784,tt0004286
6823815,tt0004288
6823821,tt0004288
6824923,tt0004390
6825001,tt0004395
6825003,tt0004395
6825159,tt0004413
6825559,tt0004457
6825608,tt0004465
6826541,tt0004546
6826554,tt0004546
6826611,tt0004555
6826613,tt0004555
6827348,tt0004635
6827355,tt0004635
6827361,tt0004635
6827375,tt0004635
6828058,tt0004693
6828231,tt0004707
6828244,tt0004707
6828253,tt0004707
6828352,tt0004712
6830117,tt0004873
6830719,tt0004936
6830727,tt0004936
6831156,tt0004972
6831167,tt0004972
6831188,tt0004972
6831212,tt0004972
6831218,tt0004972
6831978,tt0005044
6831997,tt0005044
6832076,tt0005059
6832082,tt0005059
6832115,tt0005059
6832136,tt0005060
6832142,tt0005060
6832158,tt0005060
6832279,tt0005074
6832351,tt0005078
6832372,tt0005078
6832375,tt0005078
6832423,tt0005084
6832974,tt0005149
6833462,tt0005198
6833476,tt0005198
6834665,tt0005339
6834689,tt0005339
6834699,tt0005339
6834717,tt0005339
6834732,tt0005339
6836432,tt0005529
6836450,tt0005529
